prob_cases,tot_death
0.0,34
99035.0,28342
116705.0,7813
456761.0,4728
4236.0,19869
49822.0,25007
124998.0,11662
321512.0,11170
557045.0,27118
130964.0,11681
38476.0,6580
144990.0,12204
179304.0,19861
22717.0,23994
3148.0,1706
281570.0,14346
0.0,0
0.0,34
55952.0,18834
100859.0,7468
8572.0,2068
84902.0,10335
551501.0,5206
0.0,0
609120.0,38821
43067.0,3288
210301.0,19374
50685.0,18272
0.0,2
0.0,34
214387.0,16133
45456.0,17802
0.0,2297
2681.0,1583
160356.0,21035
33772.0,3260
707809.0,39220
0.0,2
123424.0,7418
93232.0,9602
7310.0,10670
0.0,437
593199.0,35493
0.0,2869
2290.0,2098
254458.0,15055
51.0,128
193753.0,3754
121799.0,7346
326548.0,14643
14527.0,3590
37.0,121
0.0,2
6591.0,1765
36035.0,3284
270857.0,22819
0.0,155
396.0,851
591410.0,38447
8.0,86
454217.0,42097
10828.0,11435
411628.0,40966
0.0,0
645047.0,38657
0.0,0
95289.0,7286
176208.0,19528
0.0,4556
182067.0,20213
59483.0,8086
0.0,40
660828.0,39875
0.0,2
157253.0,12690
0.0,2
0.0,2
331008.0,14670
1297.0,672
139206.0,12611
1.0,12
137164.0,7791
0.0,2634
160780.0,13333
143.0,1077
0.0,2628
0.0,0
0.0,2
50780.0,7392
17047.0,2495
27.0,412
0.0,0
111044.0,11165
50052.0,18229
144552.0,17825
1461.0,6755
597090.0,36822
131075.0,7669
377252.0,40442
363190.0,27283
199648.0,3887
95431.0,7291
25273.0,14645
114131.0,11121
110319.0,10882
125162.0,11525
95535.0,7298
666170.0,40171
425369.0,22575
281994.0,16847
0.0,557
0.0,4981
0.0,0
398336.0,19976
370.0,1129
24069.0,2656
243905.0,21596
0.0,4747
544251.0,34076
380385.0,4469
0.0,2
331799.0,4355
25060.0,5790
218332.0,10229
33609.0,5009
410596.0,20107
45871.0,17886
179597.0,19861
546812.0,5174
4714.0,2025
609120.0,38821
208900.0,4153
4828.0,1349
159123.0,18744
142503.0,8995
68854.0,8878
341866.0,24460
0.0,0
309851.0,17391
279056.0,14010
5510.0,23272
0.0,113
99431.0,10151
12.0,37
0.0,2
29294.0,2917
45814.0,17868
0.0,2
578721.0,27318
51454.0,6064
58281.0,25425
0.0,0
0.0,2
158527.0,18744
4252.0,3219
11079.0,5184
0.0,0
169823.0,21588
281829.0,17097
430415.0,12928
74686.0,7025
0.0,0
0.0,0
102334.0,8859
273171.0,13278
61991.0,19309
564933.0,37806
377664.0,4464
9316.0,4947
225984.0,16578
281556.0,16829
13129.0,3207
296942.0,14473
126.0,1002
6788.0,10612
265870.0,21894
5124.0,2903
8190.0,2042
3965.0,17904
17229.0,4550
0.0,0
54588.0,18707
752056.0,39767
650437.0,38657
437375.0,29447
0.0,2
386174.0,40634
0.0,34
38306.0,8967
600088.0,37608
389891.0,19891
34376.0,3273
340621.0,39812
46144.0,17989
58843.0,8029
0.0,40
398672.0,12629
596451.0,38579
128891.0,22602
609049.0,38360
0.0,2
0.0,2
158460.0,13207
365592.0,27882
0.0,0
136952.0,11967
0.0,2
0.0,0
113762.0,11230
432900.0,20341
269197.0,10606
3058.0,1628
10882.0,2608
0.0,34
264595.0,15576
0.0,2236
98175.0,10030
380956.0,12527
641.0,799
0.0,2
0.0,34
0.0,3673
46380.0,18013
277264.0,35389
360163.0,19508
616606.0,38933
32870.0,16588
361.0,331
2250.0,9808
90104.0,6836
46503.0,18022
0.0,4847
10976.0,23704
369403.0,19724
34860.0,3278
0.0,2
0.0,0
371817.0,4449
136234.0,12547
22761.0,4128
88690.0,9199
667160.0,38920
328613.0,17774
113230.0,10469
11.0,944
0.0,106
126416.0,11860
380463.0,19809
418756.0,20226
222793.0,10331
0.0,2
67206.0,5015
341587.0,4380
2619.0,2375
0.0,0
0.0,2
126951.0,7580
32206.0,3192
719.0,843
0.0,0
12635.0,5340
0.0,23
0.0,3
24878.0,7657
17567.0,4020
593988.0,27516
36629.0,6352
7017.0,3080
227649.0,20837
0.0,2
17690.0,6822
179.0,1182
0.0,0
117655.0,7835
132.0,249
156637.0,18646
4762.0,22782
162028.0,14450
2149.0,1345
253739.0,4215
125936.0,11543
378127.0,40451
0.0,0
125.0,216
0.0,3
208673.0,9749
0.0,0
0.0,0
0.0,0
3169.0,9812
0.0,2
497128.0,4870
232730.0,21486
143634.0,20365
30622.0,16129
7344.0,1886
715584.0,39310
0.0,13
4490.0,1469
485638.0,26110
0.0,0
0.0,3787
442826.0,41791
4538.0,10154
0.0,1748
0.0,18
0.0,0
137010.0,20181
5129.0,2855
0.0,0
368249.0,12480
634055.0,38628
445907.0,20508
38177.0,17330
15.0,109
0.0,2
0.0,6594
4472.0,21840
0.0,4019
581119.0,27329
184361.0,33799
24973.0,6946
0.0,98
601422.0,37793
281861.0,22103
0.0,4359
413.0,385
0.0,1
74515.0,5592
211.0,44
2786.0,2422
0.0,0
5612.0,1630
13618.0,12125
0.0,4702
0.0,0
201883.0,18530
0.0,0
396637.0,4519
191736.0,34067
0.0,2
0.0,4160
105783.0,20872
146159.0,12244
181106.0,33694
0.0,34
0.0,0
128660.0,12023
0.0,0
0.0,0
13.0,1211
0.0,2
0.0,2
161132.0,21068
0.0,3810
760818.0,39950
197393.0,34308
66421.0,19567
50511.0,18257
207687.0,9646
13059.0,2186
208879.0,34687
340504.0,39756
16847.0,2474
0.0,2
115033.0,7110
139097.0,20263
191.0,441
275786.0,13730
376651.0,19789
180922.0,16835
100884.0,10329
125754.0,11556
403246.0,12675
13444.0,5931
39992.0,6770
5217.0,3498
70029.0,19753
378996.0,19799
443540.0,20502
0.0,0
378641.0,30471
528020.0,26772
7733.0,2226
0.0,2
340210.0,39680
6933.0,23509
661077.0,38852
0.0,0
214.0,648
73371.0,7674
0.0,0
191167.0,14921
75007.0,9076
0.0,0
342691.0,40048
16743.0,3697
122086.0,7367
0.0,2
481402.0,24804
162800.0,11269
20130.0,23927
31197.0,3121
20855.0,5316
429955.0,4631
2283.0,1299
0.0,0
238081.0,12044
278141.0,14010
14879.0,6246
30990.0,3104
0.0,4900
33550.0,3257
1347.0,1898
344860.0,18508
1732.0,1233
0.0,0
0.0,34
132039.0,11713
646640.0,39472
79151.0,26694
0.0,0
360996.0,19558
158774.0,13230
19222.0,7021
13777.0,2207
0.0,5028
48735.0,4030
97296.0,7406
140789.0,7832
34505.0,3274
7040.0,3984
553068.0,35316
106062.0,10726
253740.0,21735
72281.0,10228
289302.0,17650
341338.0,21094
0.0,2
281213.0,14271
340817.0,39877
11006.0,5161
0.0,2101
185802.0,20467
0.0,1728
151987.0,12564
48625.0,24961
317049.0,35906
204813.0,9480
21120.0,6274
24169.0,2672
2248.0,2044
0.0,0
7299.0,2194
288633.0,17487
5665.0,23310
142113.0,17656
202622.0,15902
132509.0,23751
357508.0,26445
0.0,0
0.0,2
0.0,0
4566.0,1971
502706.0,32294
0.0,0
0.0,0
0.0,0
8587.0,2069
137937.0,20238
451933.0,42032
160031.0,14242
347220.0,18702
2012.0,9307
0.0,1834
11.0,0
68783.0,5145
0.0,3128
0.0,4781
0.0,0
69843.0,10160
294.0,755
175.0,455
332658.0,37367
0.0,0
24257.0,4266
224640.0,11872
0.0,0
39712.0,6740
0.0,0
0.0,0
108.0,908
213394.0,9977
1690.0,1138
159010.0,13240
143743.0,12736
296372.0,18028
41196.0,5412
142139.0,12682
341116.0,39927
168550.0,13608
116001.0,11061
0.0,4714
10507.0,11386
182584.0,20344
0.0,0
198991.0,20689
297518.0,10734
235582.0,16731
134502.0,11755
15353.0,5714
116984.0,10902
194689.0,13304
0.0,0
135711.0,12547
0.0,1613
0.0,2
0.0,2
11613.0,2144
218098.0,19973
118801.0,3338
747114.0,39675
522171.0,32868
0.0,78
281722.0,14346
124955.0,21909
575253.0,33537
0.0,0
426640.0,22620
147649.0,12305
140.0,276
11937.0,5576
0.0,144
128238.0,11630
0.0,0
133009.0,19981
110118.0,6939
216338.0,34868
1280.0,1092
0.0,2
1479.0,679
0.0,37
293467.0,14472
2.0,0
533711.0,33294
40299.0,5462
124056.0,11447
0.0,0
104.0,189
10150.0,3420
17150.0,2506
317940.0,23006
283787.0,14420
62435.0,19329
367085.0,28234
2241.0,1224
609120.0,38821
0.0,0
49848.0,5961
378245.0,19796
0.0,2
620944.0,38550
283.0,451
0.0,2
0.0,0
340869.0,39905
0.0,30
183676.0,20411
0.0,49
147176.0,12292
556.0,1515
0.0,2
159534.0,11088
200315.0,15720
431219.0,12945
2633.0,1543
196578.0,17978
27016.0,5951
586991.0,38360
0.0,2
99764.0,10336
226482.0,21154
376030.0,19786
0.0,40
0.0,2
11762.0,3618
0.0,0
5002.0,2867
262585.0,15507
588.0,690
0.0,1422
116978.0,11191
71300.0,5323
667160.0,38920
16040.0,2360
225269.0,10387
284258.0,16984
74.0,695
0.0,34
0.0,0
50459.0,7374
92.0,290
600088.0,37608
24611.0,4301
362435.0,19614
2036.0,1872
174791.0,11555
225189.0,16554
1900.0,2123
2652.0,1553
525696.0,4996
172292.0,21706
341336.0,14784
0.0,0
118094.0,11164
0.0,0
226498.0,20661
0.0,4336
158411.0,13207
161132.0,21068
20302.0,4337
27894.0,5990
599924.0,27538
1919.0,1781
224924.0,10364
0.0,0
568890.0,38086
0.0,2693
0.0,0
169823.0,21588
4202.0,19677
169823.0,21588
0.0,0
0.0,2
11.0,1025
259641.0,21820
125988.0,7532
674693.0,38959
117333.0,11214
232356.0,21470
5126.0,2006
301810.0,25067
0.0,168
200574.0,34429
420791.0,12794
7255.0,3116
151884.0,12550
0.0,2
5658.0,3824
0.0,4261
0.0,0
0.0,0
53447.0,7594
596451.0,38579
0.0,40
170290.0,13848
215158.0,4177
602704.0,38042
0.0,5
50863.0,7405
134412.0,12519
168241.0,33443
160397.0,32501
157804.0,18646
0.0,0
2603.0,1524
340504.0,39756
0.0,2974
158557.0,20901
591410.0,38447
114269.0,11098
19625.0,23918
11487.0,2745
0.0,0
21990.0,2602
151953.0,12557
135619.0,11789
364874.0,19683
0.0,121
8591.0,23626
151238.0,12504
353.0,2155
357466.0,12369
155897.0,10966
0.0,4834
747114.0,39675
419845.0,31443
0.0,625
0.0,4928
443.0,871
46411.0,18017
0.0,75
0.0,40
96506.0,7385
226958.0,35021
20213.0,4315
345892.0,14884
110324.0,10799
0.0,0
31866.0,3174
0.0,2
323230.0,17657
149337.0,12393
112094.0,20999
0.0,459
290045.0,17676
358031.0,4420
391153.0,31124
57753.0,7949
574473.0,38198
153556.0,13035
563359.0,27223
0.0,4730
296.0,584
0.0,0
351472.0,25570
0.0,2
0.0,0
6672.0,23484
760818.0,39950
0.0,4760
48500.0,18144
506017.0,26550
0.0,2
661077.0,38852
0.0,2
128962.0,12030
215031.0,20947
0.0,2
181468.0,20150
184776.0,17199
2633.0,2057
161132.0,21068
327667.0,14643
54186.0,7643
32311.0,3196
39609.0,24509
199139.0,9214
16547.0,3686
198873.0,13394
379284.0,12526
6353.0,2113
615799.0,38495
0.0,1582
581242.0,38290
0.0,2
0.0,0
156031.0,20735
77836.0,10077
682967.0,38981
0.0,19
0.0,2
166593.0,19033
0.0,0
344087.0,40080
214651.0,19718
55394.0,7967
122443.0,30124
11069.0,3392
145016.0,18036
165955.0,33185
0.0,2
141093.0,12647
36477.0,6345
139097.0,20263
444892.0,20507
96.0,851
27060.0,15149
211343.0,9900
212143.0,34758
1895.0,1181
29993.0,6082
170174.0,19188
0.0,14
3854.0,1875
126857.0,8115
0.0,27
121560.0,7335
603.0,728
0.0,35
0.0,6093
6.0,74
7367.0,4506
0.0,2420
135940.0,11921
0.0,2
129052.0,12061
124338.0,11705
124925.0,8073
137384.0,12567
0.0,2
36171.0,6321
268.0,675
33558.0,6199
0.0,34
30607.0,3062
124.0,338
385399.0,19855
0.0,40
177824.0,19709
409376.0,12720
0.0,3704
46519.0,18024
0.0,0
7954.0,23583
249.0,1291
17208.0,2514
219896.0,20158
0.0,0
341573.0,40024
379284.0,12526
128067.0,7599
52130.0,4176
0.0,2355
358481.0,12413
8840.0,2085
280506.0,16789
0.0,0
165472.0,33116
202276.0,9353
35317.0,3279
5710.0,3826
548077.0,5181
247304.0,21676
32639.0,3211
1682.0,777
45250.0,7078
0.0,0
0.0,3922
23215.0,2410
68753.0,19663
2828.0,1567
486557.0,26151
119076.0,7227
106099.0,10765
167087.0,21390
0.0,0
291755.0,17729
0.0,39
303592.0,4285
23108.0,2641
1597.0,736
0.0,3640
13871.0,12254
138713.0,20257
273773.0,16351
549293.0,5189
0.0,2
4174.0,19472
128036.0,11984
409376.0,12720
0.0,4989
0.0,4989
0.0,2
0.0,39
93383.0,7172
101229.0,10396
0.0,2
359432.0,40233
548995.0,27006
0.0,2
22.0,1830
17078.0,23862
195438.0,34258
0.0,0
164470.0,11272
431219.0,12945
339033.0,4375
645047.0,38657
151435.0,12516
375.0,1170
149665.0,9451
92727.0,7122
273.0,700
2687.0,1595
126271.0,7556
106467.0,6818
389715.0,12568
0.0,2
279.0,243
123831.0,11424
287.0,263
222142.0,13804
141908.0,12678
0.0,3
223461.0,20368
0.0,2
2.0,53
92952.0,7146
0.0,0
1050.0,2687
4552.0,3335
366433.0,28076
12796.0,1946
4427.0,1946
137061.0,12557
367013.0,19711
359082.0,19386
164466.0,21224
108823.0,7618
0.0,1392
124905.0,11503
119885.0,11202
152708.0,10616
12018.0,5604
0.0,4968
0.0,1
13830.0,3338
283152.0,14419
0.0,0
0.0,5021
141685.0,20334
387741.0,12560
439086.0,4678
304.0,958
351954.0,25620
0.0,0
4389.0,21147
72057.0,19865
0.0,3951
3984.0,1434
0.0,5034
0.0,30
351.0,1093
43.0,608
396.0,365
46314.0,7116
540039.0,5118
365007.0,21479
176112.0,33584
123845.0,11793
268.0,1744
278585.0,16668
44005.0,17667
7534.0,2501
407146.0,20065
80982.0,6073
715584.0,39310
278655.0,14010
358698.0,12421
668448.0,40374
0.0,0
389509.0,19886
55136.0,18773
18970.0,2562
150939.0,12498
7607.0,23568
706.0,290
0.0,34
16889.0,4369
4662.0,1495
349927.0,18877
267891.0,12990
0.0,2
261553.0,12425
207860.0,4146
0.0,0
277725.0,13889
284613.0,23616
11860.0,2146
0.0,40
271.0,689
189924.0,14864
0.0,0
252.0,51
0.0,4884
0.0,2368
208751.0,4153
29837.0,6077
23184.0,5594
0.0,5028
57394.0,18985
38253.0,6531
78873.0,5924
0.0,2161
124317.0,7455
143995.0,9147
0.0,2
293.0,274
163.0,361
0.0,5028
168130.0,33441
56054.0,9725
0.0,0
158633.0,13220
119307.0,11064
461057.0,4748
371098.0,12492
37294.0,6432
151393.0,12513
39460.0,6709
360.0,1392
240.0,626
93597.0,7198
59227.0,19159
443386.0,4691
18106.0,2549
485155.0,26042
0.0,2326
82766.0,6200
4723.0,1979
132364.0,30708
183.0,435
6388.0,3840
22.0,1808
24676.0,5746
144265.0,9212
0.0,0
5589.0,2041
31323.0,3136
320.0,802
7911.0,1991
409376.0,12720
9297.0,2389
208155.0,9688
0.0,0
582551.0,34217
130768.0,23021
0.0,808
70931.0,5646
6271.0,2261
715584.0,39310
0.0,5034
140.0,1058
203521.0,15972
666170.0,40171
311217.0,4303
129208.0,30553
0.0,41
12202.0,23755
122482.0,7382
0.0,4539
285259.0,14437
0.0,4097
123648.0,11412
0.0,2
206215.0,34603
571206.0,38157
29685.0,4757
13.0,141
0.0,1
0.0,0
167087.0,21390
182956.0,3593
127651.0,22316
167075.0,33328
0.0,2
482933.0,25453
0.0,2
0.0,3
0.0,2
18017.0,4107
120358.0,21514
60149.0,6436
1742.0,9134
0.0,4847
156308.0,11013
130007.0,12150
11085.0,11542
0.0,2058
611299.0,27910
0.0,6
308290.0,35796
0.0,0
24916.0,5781
46144.0,17971
90246.0,6854
140369.0,20303
151546.0,12524
357767.0,19320
0.0,2
217101.0,19875
0.0,2
365585.0,40279
17675.0,5984
10190.0,1743
323761.0,14623
339897.0,39556
158007.0,13192
490037.0,26265
8228.0,2044
3643.0,2886
104317.0,10623
0.0,756
46182.0,18005
0.0,40
119007.0,7222
128210.0,30486
281563.0,4245
0.0,8
645047.0,38657
0.0,0
412341.0,20138
486265.0,26141
300394.0,17309
0.0,2371
0.0,0
95216.0,7283
10462.0,2525
0.0,5021
11412.0,5206
451477.0,42005
368224.0,19720
384121.0,21824
0.0,0
168039.0,21463
38464.0,3287
128214.0,22379
0.0,3
9442.0,4970
420.0,861
23964.0,4006
37807.0,3338
268593.0,15860
5556.0,2040
9717.0,2443
370006.0,19733
0.0,2416
220651.0,20212
0.0,0
44453.0,17712
244626.0,14450
